Episode,Throughput,Workload,Safety,StateIndex,Action
1,10,3.33577991308997,1,4,1
2,20,8.4031218213767,1,8,1
3,30,9.84647273284911,1,9,1
4,40,4.13725492101368,1,6,1
5,50,1.3722337084541,1,3,1
6,60,1.78888825470412,1,2,1
7,61.0317185328742,0.554005222626371,1,2,1
8,59.9029684229614,9.74790459617511,1,9,1
9,60.8687485371774,5.06015837304015,1,4,1
10,60.7707671866744,6.99890549079315,1,8,1
11,61.2084603335466,0.184058409352259,1,1,1
12,62.7132517307921,6.7230446399708,1,9,1
13,63.65540736078,0,1,9,2
14,64.1994619809945,1.73327536329213,1,1,1
15,63.7578832637788,1.84697238755058,1,3,1
16,63.8034055439896,1.69816186803336,1,3,1
17,63.6959142068491,2.9076501802887,1,1,1
18,62.8069676002814,6.14855582693307,1,5,1
19,63.932704569765,2.67608261164237,1,6,1
20,63.324248537607,3.22227115091657,1,1,1
21,62.6468278813506,7.06501229009427,1,5,1
22,62.3183967561348,1.47640769548614,1,1,1
23,61.5141990216755,3.6127364141623,1,3,1
24,62.476311878573,2.19693427909302,1,6,1
25,62.5493000551931,4.24603911866722,1,6,1
26,62.8568696254682,6.5249165592512,1,8,1
27,62.3806724160545,2.27853781605675,1,3,1
28,60.9080584482865,8.25874897473185,1,6,1
29,61.0493021427958,5.41492513793071,1,5,1
30,60.7437548358567,0.520973455654901,1,3,1
31,60.9494387017093,5.35735846927268,1,4,1
32,61.2423531904689,0,1,2,2
33,61.2100365429174,0.639149256492314,1,1,1
34,60.9375698569706,5.32465539696851,1,7,3
35,60.9346389962858,4.74716229874069,1,7,3
36,60.9868147748781,7.61579980083403,1,8,1
37,61.0488672230065,2.84041349979555,1,2,1
38,61.4599535393481,0.709323927089395,1,3,1
39,61.774061554658,2.62050338215816,1,7,3
40,61.8301511424133,4.0834526593541,1,5,1
41,61.3727284577925,1.54323778214245,1,2,1
42,61.2650618239961,5.14793336501419,1,6,1
43,61.1840101992322,0.354260329458944,1,2,1
44,61.3758956757076,7.61032525169331,1,8,1
45,61.0591699472157,3.10013832715335,1,3,1
46,60.8387923658425,7.57631225540942,1,8,1
47,61.3034707866495,1.96651492411756,1,1,1
48,61.6353093107004,0,1,4,2
49,61.5415694682293,5.63268969797923,1,6,1
50,61.7283428593644,1.52361660767042,1,1,1
51,61.7135546524057,9.32424870047473,1,9,1
52,61.6888038455124,7.6842125456379,1,8,1
53,61.7873474306451,8.29814536414735,1,9,1
54,61.3643878449466,11.8932739943577,1,9,1
55,61.1646227936473,6.84532974456936,1,6,1
56,61.576545729775,0,1,8,2
57,61.58624326547,0.853535095751563,1,3,1
58,61.6111088256773,1.85828889631507,1,2,1
59,61.4405780729469,0.507600166348246,1,2,1
60,61.3793571166032,3.32282941617419,1,2,1
61,61.719007926643,2.44129428943366,1,6,1
62,61.8509856159897,0,1,3,2
63,61.646350027496,9.60128751544563,1,9,1
64,61.6589535089227,3.38443551903283,1,5,1
65,62.0085349596894,1.72933101693384,1,2,1
66,61.7944061905861,6.38109676316737,1,6,1
67,61.907571585985,1.19721478990605,1,1,1
68,62.086551595949,6.16638394250157,1,7,1
69,62.2566853845351,0.583764321485589,1,2,1
70,62.4250671602686,3.77679603859809,1,7,3
71,62.3584366510406,3.97349668268314,1,7,3
72,62.3068251344804,1.99344972471044,1,1,1
73,62.3318224635603,0.025772429500053,1,1,3
74,62.2154329677704,4.43846537913791,1,7,3
75,62.0576573281247,8.054772548573,1,9,1
76,61.8871861442418,8.49057058067815,1,8,1
77,62.1022528810082,5.4636816449899,1,8,1
78,62.0886778490012,0.716680560350114,1,2,1
79,61.7343743431565,4.99987261401713,1,4,1
80,61.8004171852612,0,1,3,2
81,62.0174625095826,5.96758247736065,1,9,1
82,62.0896628896524,5.42098239170177,1,4,1
83,62.0713840834645,3.24852412880473,1,5,1
84,61.8920370680154,0.756448469036779,1,3,1
85,61.8426978377825,3.17501969655073,1,3,1
86,61.8214523516356,3.24569917352502,1,2,1
87,61.9458508272164,5.77549347090506,1,8,1
88,61.8538791231532,6.95715344891067,1,4,1
89,61.701067867892,10.4278233504353,1,9,1
90,61.7031498118792,4.55559573498327,1,4,1
91,61.5724234923817,1.38507782317621,1,3,1
92,61.4235411743728,8.45117242359634,1,8,1
93,61.483279557666,6.73301146608093,1,8,1
94,61.4534153088043,5.65200573818869,1,5,1
95,61.5668764881659,3.08789773331718,1,7,3
96,61.3874579672562,6.12060611490944,1,4,1
97,61.3397600847896,5.41348335573682,1,4,1
98,61.3889335800209,0,1,4,2
99,61.2339050610753,0.308693255772074,1,3,1
100,61.2373392018083,1.03423612289292,1,2,1
101,60.9657289575179,0.44441642297881,1,1,1
102,60.9366454680955,6.49663371247501,1,6,1
103,61.0396878173564,2.52082857677853,1,3,1
104,60.951113645514,5.7387147523262,1,6,1
105,60.8725707344055,10.0633208517006,1,9,1
106,60.9300576682877,2.1737937508358,1,1,1
107,60.8056150716033,4.86625958915128,1,5,1
108,60.564022252691,10.6162548469738,1,9,1
109,60.6001905136558,2.09678584467701,1,2,1
110,60.4227741407881,1.00041198183133,1,1,1
111,60.5539552197864,2.18245879063564,1,3,1
112,60.5800982531666,1.51431919730178,1,1,1
113,60.6643857770265,3.81127951748707,1,7,3
114,60.4876298357689,10.6144584776754,1,8,1
115,60.4075901818392,7.20322142803133,1,5,1
116,60.4862412281665,7.23738080813776,1,8,1
117,60.5533543035925,3.4331895537678,1,7,3
118,60.4692705441746,2.12199341481787,1,3,1
119,60.6222947327508,3.06149090445367,1,7,3
120,60.5453060415791,6.06523618435272,1,4,1
121,60.4170334667849,10.0426351362274,1,9,1
122,60.40528699552,8.98377635922418,1,9,1
123,60.07965404494,5.22956673624607,1,3,1
124,60.0971383973721,1.04567110612614,1,3,1
125,60.0165083328349,2.6432773472732,1,2,1
126,59.9463461647005,4.83660070814308,1,5,1
127,59.9561176453999,3.99356657487085,1,7,3
128,60.1900882456524,4.30365291628172,1,8,1
129,59.962097493352,0.102954553803377,1,2,1
130,59.9838211637557,4.83749569312968,1,4,1
131,60.0328439689354,3.69788532758031,1,6,1
132,60.1932524434113,1.40426435521809,1,2,1
133,60.1830221361142,1.2197802232107,1,1,1
134,60.1708510453137,3.39418817098794,1,4,1
135,60.075885410915,11.2686020513386,1,8,1
136,60.0000744706807,3.74628014836212,1,1,1
137,60.0966527447507,4.02350578693929,1,6,1
138,59.9667744960526,9.03752090528063,1,8,1
139,60.0212570679501,1.58335913889153,1,5,3
140,59.9476014715226,11.3649845585116,1,8,1
141,59.8027217635278,12.8315254912065,1,9,1
142,59.7967993166601,2.55041819656802,1,2,1
143,59.7198534574747,5.83145479852727,1,5,1
144,59.8189920917319,2.26693384094703,1,2,1
145,59.8294855124108,2.76590019735739,1,1,1
146,59.7285865525567,0.454989502886998,1,3,1
147,59.7357486348631,5.97465737103169,1,6,1
148,59.7596812066507,4.70914270269177,1,5,1
149,59.7547892442601,0.512151662733106,1,3,1
150,59.6280870198548,3.67429126339064,1,3,1
151,59.7330245128054,0,1,9,2
152,59.7852429508552,2.05529405996831,1,3,1
153,59.7597778403308,1.54643710169516,1,2,1
154,59.7190078749892,5.35751005118523,1,5,1
155,59.8401394995391,6.76650543594479,1,8,1
156,59.8931337181187,2.06767387414503,1,3,1
157,59.9888937249928,2.50737299787795,1,7,3
158,60.0310984646554,6.68635544046069,1,9,1
159,60.032593205105,2.33018418303478,1,3,1
160,60.013047286578,3.81928195248324,1,7,3
161,59.9751983556445,3.99532054057269,1,6,1
162,59.9397246129292,6.83504283046221,1,4,1
163,59.9752247865599,5.58779688994269,1,5,1
164,59.8626369302003,6.95130717340179,1,6,1
165,59.8681057735324,0.879204542095127,1,1,1
166,59.7912422993,10.1314036944279,1,9,1
167,59.7807027609886,3.29169974760541,1,3,1
168,59.8868719877616,1.30549776154011,1,2,1
169,59.8644169784859,0.430239592444566,1,1,1
170,59.89303695484,5.40538420053122,1,4,1
171,59.88299084211,6.88433963023186,1,8,1
172,59.9251573109415,0.145865676469932,1,3,1
173,59.8310770525978,6.44893555926693,1,5,1
174,59.9538050419158,0.71521574593167,1,1,3
175,59.920422050052,7.03840721227752,1,5,1
176,59.9375865143863,1.63778424013291,1,2,1
177,59.9096756374742,7.40944963556584,1,9,1
178,59.8425930354093,4.57802803445973,1,4,1
179,59.8687709652221,4.2615409373251,1,9,3
180,59.900246023788,1.23594646987969,1,2,1
181,59.9239761730021,3.15160168097482,1,6,1
182,60.0501947700022,0.697458792961329,1,2,1
183,60.0824756740051,8.24546739553753,1,8,1
184,60.0401217134435,9.877482634452,1,9,1
185,59.8922927762214,3.72358771817622,1,1,1
186,59.8388949067848,7.64442341727267,1,6,1
187,59.7615198653276,10.0662650933707,1,8,1
188,59.7388313304396,5.95690398051104,1,4,1
189,59.6837198633135,6.17438446842736,1,5,1
190,59.7395238225545,0,1,3,2
191,59.6146108919234,1.29432759369943,1,1,1
192,59.6436088106086,4.02271079384638,1,8,3
193,59.7079106336378,7.11616367979107,1,8,1
194,59.8053544415119,0,1,5,2
195,59.8105943250038,3.33340504476123,1,4,1
196,59.7459924128341,4.17146710003727,1,6,1
197,59.7396233052652,7.37260412468952,1,9,1
198,59.7561791859191,8.37552541053656,1,9,1
199,59.630134323305,12.5365926734302,1,9,1
200,59.7026019364091,2.93816211455133,1,7,3
201,59.7627303943136,0,1,6,2
202,59.8384036360445,0.625440353591872,1,1,1
203,59.8253283131009,1.68819755987203,1,1,1
204,59.6790164975313,13.4613631731334,1,8,1
205,59.700499977563,5.61899938994056,1,5,1
206,59.6195849956612,0.117499320967926,1,3,1
207,59.6782409009534,0.402289698577697,1,2,3
208,59.6480094965749,3.64010436608545,1,8,3
209,59.5932976136715,0.0604858141684967,1,1,1
210,59.5164585326515,2.0536998367337,1,3,1
211,59.6547286088698,2.74366894683293,1,5,1
212,59.5648044229122,9.17511424013754,1,8,1
213,59.5219917111379,7.49238176681438,1,4,1
214,59.558252627421,1.93285866356239,1,3,1
215,59.4982898035274,8.62022216374102,1,8,1
216,59.5395740786584,2.00259721534024,1,1,1
217,59.4803218804755,3.95972521917707,1,1,1
218,59.5226712621542,6.26755688338807,1,8,1
219,59.5068385967654,6.92732884817675,1,5,1
220,59.5182792300196,4.03378299098996,1,7,3
221,59.5686952073631,5.38151182524102,1,6,1
222,59.5849650059424,5.35020835783837,1,4,1
223,59.6711646276208,0.633510118534366,1,2,1
224,59.6714011816656,3.62378974126159,1,6,1
225,59.7122907112353,2.18077559306261,1,2,1
226,59.7045773395256,2.50591722113758,1,2,1
227,59.7253007148062,8.90101851029506,1,8,1
228,59.7639608996016,3.30800863401101,1,4,1
229,59.720029788177,10.4105467491476,1,9,1
230,59.7497201126109,5.57367585936411,1,5,1
231,59.6467060017958,11.0363912664049,1,9,1
232,59.5549721081198,6.73395916764325,1,4,1
233,59.5324123507891,6.2514435131309,1,4,1
234,59.5216686847925,5.15774755076681,1,4,1
235,59.3852385020978,3.00921025483981,1,2,1
236,59.442465764793,5.61596810117703,1,8,1
237,59.5035096699436,1.05099038213407,1,3,3
238,59.5633611458706,0.185592947868548,1,2,1
239,59.5274948804268,7.34373614531404,1,6,1
240,59.5907900940829,1.30481625193371,1,1,1
241,59.579755038381,9.75749340964935,1,9,1
242,59.4757897285065,13.5744228349706,1,9,1
243,59.4180956776071,11.3182814967648,1,9,1
244,59.4153893864978,3.75970463096991,1,6,1
245,59.4630729644792,0.124794221303773,1,3,1
246,59.4285398235398,10.566385476956,1,8,1
247,59.4151102458917,4.53982378091175,1,4,1
248,59.4876826263561,3.35841818633651,1,7,3
249,59.5469308393846,7.15790321652488,1,9,1
250,59.528003484255,9.24209629709549,1,8,1
251,59.4904108056635,3.41894717494624,1,3,1
252,59.4699299302394,4.17900101248981,1,5,1
253,59.4588574181495,4.46944874737619,1,7,3
254,59.4525876078497,3.21140379930058,1,1,1
255,59.4504677132658,1.71743439276259,1,2,1
256,59.4553529454368,5.45749865495381,1,5,1
257,59.499163637003,7.60056303148836,1,7,1
258,59.538439165748,2.86538436693982,1,8,3
259,59.5555308418413,2.6287889397109,1,4,3
260,59.5425293197061,1.02193583254808,1,2,1
261,59.5081389657864,7.04588686123711,1,4,1
262,59.5118639079395,9.6905654625138,1,9,1
263,59.4843260798669,1.56831258556525,1,2,1
264,59.4671023214569,5.57565232889104,1,5,1
265,59.492074381851,3.87680075160198,1,7,3
266,59.4601193950927,8.48342140704722,1,7,1
267,59.5033321936601,5.60116672136443,1,8,1
268,59.5040498417467,7.05417806410783,1,8,1
269,59.5400826756398,2.98826869764345,1,5,1
270,59.5611824150053,2.64784537850279,1,1,1
271,59.5649121653277,7.9727184798866,1,8,1
272,59.5485738647461,8.65637511476448,1,9,1
273,59.5024557006751,10.4523128627124,1,9,1
274,59.5912593762008,0,1,7,2
275,59.5249326381771,6.72003492659244,1,5,1
276,59.5255779517731,5.02940375539663,1,4,1
277,59.5415957032291,3.68781457378378,1,7,3
278,59.6322071651821,3.73745851807736,1,6,1
279,59.6487452579283,3.20547830884833,1,7,3
280,59.6694373691606,3.55692944959739,1,8,3
281,59.7662726967082,4.77668711055349,1,8,1
282,59.7988224477379,2.85379432274702,1,6,1
283,59.8269523583663,3.25686762245137,1,5,1
284,59.7666856326049,1.19766185748044,1,1,1
285,59.786977154345,5.19964488001945,1,5,1
286,59.7894023873103,0.354874813444879,1,2,1
287,59.8269802480488,3.81373163983575,1,4,1
288,59.811336768147,5.77460131219527,1,5,1
289,59.8383359892709,2.48965139931618,1,1,1
290,59.877547607093,4.72929372076448,1,4,1
291,59.8748531415339,0.308245153826147,1,2,1
292,59.9686724271357,0.201776301459677,1,1,1
293,59.9903943912839,7.27893617231499,1,8,1
294,60.0763193008759,2.06823461407843,1,5,1
295,60.112084442473,1.03916488091738,1,3,1
296,60.1297238662691,4.72603088519648,1,4,1
297,60.115806908259,4.08233166846217,1,7,3
298,60.1091118954593,2.22258818838004,1,1,1
299,60.1050635908507,6.27185963015941,1,5,1
300,60.1110131794358,0.813476837045267,1,3,1
301,60.1398963279363,0,1,1,2
302,60.1566270010855,4.82942342386025,1,6,1
303,60.1927638696785,4.36899599344505,1,4,1
304,60.1694378098201,7.03447913953283,1,5,1
305,60.2153398476916,5.46993253263328,1,9,1
306,60.2441533703768,8.29242985032445,1,9,1
307,60.2422689942537,5.18862676437258,1,6,1
308,60.2250377167365,3.46520993667699,1,3,1
309,60.2242625436485,7.91364089772843,1,8,1
310,60.2140335988901,2.83263358122269,1,3,1
311,60.1545955698062,5.64840776892736,1,4,1
312,60.2295555303838,0.477369669701353,1,3,1
313,60.2447076314731,0.232315841644494,1,2,1
314,60.2525231793863,9.07945910157783,1,9,1
315,60.2619041276137,7.84218695344681,1,8,1
316,60.2759683710249,6.35863586927048,1,8,1
317,60.2154866466327,5.32573876628447,1,5,1
318,60.1958622489334,1.89885664097013,1,3,1
319,60.2043001786407,0.743433153293583,1,1,3
320,60.2195892077377,2.27668460942395,1,1,1
321,60.1693493328832,6.88205583736509,1,4,1
322,60.1372093931221,4.16778236928941,1,7,3
323,60.0868046162202,8.2665938612173,1,9,1
324,60.1494064845497,1.81735536909965,1,1,1
325,60.1870971100604,7.46801094948803,1,9,1
326,60.2033749229584,6.66501624262031,1,8,1
327,60.1820085589104,6.09493927570043,1,4,1
328,60.1655332298005,6.62442143840866,1,6,1
329,60.216951242603,3.0015198728386,1,5,1
330,60.2321165989983,2.22916053430384,1,2,1
331,60.2337864873444,3.44518348797843,1,5,1
332,60.2397663361155,7.28575479402838,1,9,1
333,60.2586626437429,0,1,1,2
334,60.2651988660879,1.09958904923449,1,3,1
335,60.2152853550426,0.57610853476635,1,3,1
336,60.2552764821566,0.311236001355726,1,2,1
337,60.2948098805555,3.23488954238799,1,7,3
338,60.3124555458652,6.20853703822832,1,8,1
339,60.2664633499402,5.90439980482571,1,4,1
340,60.2425405790387,1.09754528847211,1,1,1
341,60.2423330703044,2.42297204555444,1,4,3
342,60.2625065090996,4.09161514968143,1,5,1
343,60.249630484742,1.84344337382616,1,3,1
344,60.3043508170034,0,1,6,2
345,60.2947848031128,4.17243887427648,1,6,1
346,60.269978025296,6.97697417105913,1,5,1
347,60.2617295774926,6.60859631650176,1,5,1
348,60.3164387914594,0,1,2,2
349,60.285005725007,4.34742330513879,1,6,1
350,60.3365638349422,4.35190281281078,1,4,1
351,60.2891390502136,6.31917536696966,1,6,1
352,60.3552584240273,5.2267693652707,1,8,1
353,60.3454675790602,6.89563506739413,1,5,1
354,60.3983491563776,1.11349022272685,1,3,1
355,60.4604629859755,0.443414380662158,1,2,1
356,60.4666953901776,6.10426427262208,1,6,1
357,60.4832522570538,0.233643285139926,1,3,1
358,60.4816777030824,5.834360827673,1,5,1
359,60.4863536685539,4.47324172657311,1,7,3
360,60.5620333502394,3.07738226243631,1,5,1
361,60.6158435544302,2.60695882149939,1,6,1
362,60.6077038700178,6.58906549952914,1,4,1
363,60.6210623495709,4.15666359862613,1,5,1
364,60.5829380507908,6.5624080692062,1,5,1
365,60.5729222641302,9.79363573668651,1,9,1
366,60.5377784395043,4.58028042656361,1,4,1
367,60.5058262842056,11.332100772236,1,9,1
368,60.5101046215598,8.70476977780012,1,9,1
369,60.4983953061602,2.05107729858481,1,1,1
370,60.5207320409893,0.593234401991243,1,1,1
371,60.5489274202104,0.824144634603855,1,3,1
372,60.5900170842186,0,1,1,2
373,60.5911880430489,0.923164294887585,1,3,1
374,60.5612914572769,7.9230819284929,1,8,1
375,60.527823018634,0.845433485552821,1,1,1
376,60.4858519624216,3.95669001620929,1,3,1
377,60.4285806842882,11.340976695907,1,8,1
378,60.429069010912,0.227833749536649,1,2,1
379,60.4542316907026,6.6934836160111,1,8,1
380,60.450754743422,2.85331115662755,1,2,1
381,60.4878886738391,0,1,1,2
382,60.51714611957,0,1,8,2
383,60.495715699469,6.98985366094594,1,6,1
384,60.4912064602668,4.43473373298095,1,7,3
385,60.5009624896453,6.77687769857459,1,8,1
386,60.5177084416468,7.04152272578365,1,8,1
387,60.5240369897902,2.67872857682928,1,3,1
388,60.5334780473147,1.63047776194147,1,1,1
389,60.4797857830242,9.92333598143728,1,9,1
390,60.5041968465942,6.68012730409488,1,8,1
391,60.5320939807668,4.01837405387281,1,7,3
392,60.5769597517789,2.89697614340502,1,4,1
393,60.5626035018554,4.00967250500991,1,4,1
394,60.5582551375974,7.88580273215546,1,8,1
395,60.5682863164812,3.11668766469126,1,5,1
396,60.6227576728541,5.90407114982589,1,9,1
397,60.6294637981383,8.05354392146134,1,8,1
398,60.6357324883083,4.04358775766721,1,4,1
399,60.6083197508376,8.73105134255923,1,8,1
400,60.5960016544839,8.05304556953324,1,9,1
401,60.6124745445556,0.903622335230546,1,1,1
402,60.6234678797728,4.0840497917876,1,7,3
403,60.571738746255,6.67564977767812,1,4,1
404,60.5719406844833,8.14723472010845,1,9,1
405,60.5584200921857,3.42410057412645,1,2,1
406,60.6206553825172,5.05667106036935,1,8,1
407,60.6182882504102,3.86827490735616,1,6,1
408,60.6897202555391,0.0541882574014918,1,3,1
409,60.6850990246129,9.08536739331813,1,8,1
410,60.6576063909043,1.05759582239088,1,3,1
411,60.6598890756,3.08066425823649,1,1,1
412,60.6893032882345,3.69015942166912,1,7,3
413,60.7446571770195,2.89549794418613,1,7,3
414,60.751894174724,5.37611233174854,1,4,1
415,60.7762208737073,5.14899601397831,1,5,1
416,60.8066760249879,3.4429601465141,1,6,1
417,60.789927733104,3.19733426054521,1,1,1
418,60.7898638759919,3.20403282513631,1,1,1
419,60.7961786886422,6.24642893541315,1,8,1
420,60.7401093674792,10.2444603727078,1,9,1
421,60.766391985567,6.31886162570477,1,8,1
422,60.7759685852072,0,1,8,2
423,60.7879317340701,0.810607451052637,1,1,1
424,60.7521830662956,6.05124464418393,1,4,1
425,60.7271632128808,0.662194881887056,1,3,1
426,60.6933834093196,6.65699377983495,1,6,1
427,60.6703902649021,5.03543545843926,1,4,1
428,60.6895925856602,7.57588821470272,1,9,1
429,60.6625362975458,4.08642781194074,1,5,1
430,60.6726651680076,0.530789891138466,1,3,3
431,60.6904614250511,1.2316437563413,1,2,1
432,60.7049646039785,6.59733093092706,1,8,1
433,60.6955342510041,6.50451099010051,1,5,1
434,60.7229739824212,0.801165334832497,1,2,1
435,60.714375390116,0,1,1,2
436,60.7363643379472,2.91183574258455,1,7,3
437,60.7184179451894,0.811183042414498,1,2,1
438,60.6724275555273,10.7107731360018,1,9,1
439,60.6778692154515,3.3003057128227,1,7,3
440,60.6991691043639,0.669712902038609,1,2,1
441,60.7230233941024,0.690220796757466,1,3,1
442,60.7444436339332,4.05498943191146,1,7,3
443,60.7800682163381,2.71695034421266,1,5,1
444,60.7926420982061,3.26960669382984,1,5,1
445,60.8038545027216,7.32608266540944,1,9,1
446,60.781737005789,5.35663410297908,1,7,3
447,60.773439086731,10.2281955596674,1,8,1
448,60.7780661647525,7.10681924075469,1,9,1
449,60.7670147397662,3.96705363420112,1,6,1
450,60.8325662080123,0.417503583493344,1,2,1
451,60.8324978861247,7.61633550807241,1,8,1
452,60.8147042937073,6.20766744766515,1,5,1
453,60.8130426859413,4.22301798851433,1,6,1
454,60.8472055436913,0,1,8,2
455,60.7914511033635,1.55088218240537,1,1,1
456,60.7639567652934,5.81814349035711,1,6,1
457,60.7535690174335,0.120479763648072,1,2,1
458,60.742712068849,4.96421303533909,1,5,1
459,60.7301291553258,0.60310628198464,1,1,1
460,60.7585085336994,0.905809862178788,1,2,1
461,60.7605930507238,1.13175248593642,1,2,1
462,60.8144172909317,3.71234576773092,1,5,1
463,60.8341148115548,3.06835466325251,1,7,3
464,60.8261072189242,6.08962128269398,1,5,1
465,60.8329775231011,8.73691023090731,1,9,1
466,60.7874975037096,4.93341267912777,1,4,1
467,60.746477337307,3.66065691063238,1,3,1
468,60.7297081373655,9.67916009850333,1,8,1
469,60.7239866509127,2.27979287410277,1,3,1
470,60.711453784851,10.3875854946083,1,9,1
471,60.7482726915464,0.0853358339317032,1,2,1
472,60.7215465083715,11.5297960828366,1,9,1
473,60.7299606456802,0.391642207083119,1,3,1
474,60.6982914438969,10.8811451636848,1,8,1
475,60.7163369807312,2.22368808821425,1,5,3
476,60.7041063557368,10.69263710973,1,8,1
477,60.6316359142123,1.13483985841599,1,3,1
478,60.6794212980825,3.36702913811352,1,6,1
479,60.67946115457,9.46690089050473,1,9,1
480,60.657817565427,5.97309514308193,1,5,1
481,60.6561711071562,6.20857874845186,1,6,1
482,60.6493524336101,3.62224188888114,1,7,3
483,60.6405864267287,4.73854629907509,1,5,1
484,60.6476951171248,5.79933119728477,1,4,1
485,60.6637191622011,2.50883444193335,1,5,3
486,60.6847128194912,7.24359628799426,1,8,1
487,60.6630726205776,0.522733898473495,1,2,1
488,60.6694664523107,2.58880799754203,1,2,1
489,60.6964831576794,0,1,8,2
490,60.6941819520856,8.86709972630034,1,8,1
491,60.6838600761565,4.83422520802016,1,4,1
492,60.637004637568,8.44676118509805,1,5,1
493,60.5989979491056,3.55324619075189,1,1,1
494,60.6031222852506,1.78098842600901,1,1,1
495,60.5734218095953,5.68455993382069,1,5,1
496,60.5496057192179,4.17011800888837,1,5,1
497,60.5389411387411,6.21039417714896,1,5,1
498,60.5038861685572,0.989317703515075,1,2,1
499,60.5583884018345,5.17843409010157,1,8,1
500,60.5674333277908,8.88783678037291,1,9,1
501,60.5619381345413,7.19438177173062,1,8,1
